route_id,month,day_of_week,hour_source_time,stop_sequence,stop_code,distance_from_src,arrival_time
9847,01,3,5,34,37348,15945,46.16
9847,01,3,5,35,25956,16333,46.99
9847,01,3,5,36,25957,16648,47.8
9847,01,3,5,37,25960,17000,48.2
9847,01,3,5,38,26619,17601,50.01
9847,01,3,5,39,26621,18265,51.06
9847,01,3,5,40,21617,18593,51.81
9847,01,3,5,41,21479,19352,53.56
9847,01,3,5,42,20611,20044,54.5
9847,01,3,5,43,26656,20333,55.32
9847,01,3,5,44,22951,20959,56.23
9847,01,4,5,1,37413,0,0.44
9847,01,4,5,2,31685,492,0.88
9847,01,4,5,3,39938,706,1.49
9847,01,4,5,4,34905,1038,2.1
9847,01,4,5,5,31446,1339,2.83
9847,01,4,5,6,36312,1689,4.01
9847,01,4,5,7,36319,2226,5.38
9847,01,4,5,8,34594,2531,6.27
9847,01,4,5,9,34595,2813,6.98
9847,01,4,5,10,35778,3074,7.62
9847,01,4,5,11,35855,3521,8.8
9847,01,4,5,12,35795,4017,10.44
9847,01,4,5,13,35846,4343,11.12
9847,01,4,5,14,34937,4501,12.98
9847,01,4,5,15,36329,4838,14.19
9847,01,4,5,16,36326,5166,12.97
9847,01,4,5,17,33895,5492,15.93
9847,01,4,5,18,36366,5681,16.49
9847,01,4,5,19,36368,6116,18.02
9847,01,4,5,20,31461,6397,18.97
9847,01,4,5,21,36379,6838,20.62
9847,01,4,5,22,33823,7170,21.6
9847,01,4,5,23,25274,8028,22.94
9847,01,4,5,24,21609,9413,25.86
9847,01,4,5,25,25636,10240,27.76
9847,01,4,5,26,20004,10923,29.94
9847,01,4,5,27,23017,11532,31.56
9847,01,4,5,28,20727,11897,32.88
9847,01,4,5,29,21669,12674,35
9847,01,4,5,30,24068,13601,38.6
9847,01,4,5,31,21564,13925,39.44
9847,01,4,5,32,21615,14554,41.16
9847,01,4,5,33,21415,14909,41.91
9847,01,4,5,34,37348,15850,43.77
9847,01,4,5,35,25956,16238,44.58
9847,01,4,5,36,25957,16553,45.26
9847,01,4,5,37,25960,16905,45.58
9847,01,4,5,38,26619,17506,47.59
9847,01,4,5,39,26621,18170,48.72
9847,01,4,5,40,21617,18498,49.53
9847,01,4,5,41,21479,19257,51.29
9847,01,4,5,42,20611,19949,52.23
9847,01,4,5,43,26656,20238,53.07
9847,01,4,5,44,22951,20864,53.9
9847,01,5,5,1,37413,0,0.75
9847,01,5,5,2,31685,492,1.13
9847,01,5,5,3,39938,706,1.64
9847,01,5,5,4,34905,1038,2.3
9847,01,5,5,5,31446,1339,2.99
9847,01,5,5,6,36312,1795,4.46
9847,01,5,5,7,36319,2332,5.98
9847,01,5,5,8,34594,2637,6.95
9847,01,5,5,9,34595,2919,7.66
9847,01,5,5,10,35778,3180,8.4
9847,01,5,5,11,35855,3627,9.77
9847,01,5,5,12,35795,4123,11.5
9847,01,5,5,13,35846,4485,12.32
9847,01,5,5,14,34937,4698,12.78
9847,01,5,5,15,36329,5035,13.8
9847,01,5,5,16,36326,5336,15.2
9847,01,5,5,17,33895,5802,16.77
9847,01,5,5,18,36366,5991,17.34
9847,01,5,5,19,36368,6426,19.06
9847,01,5,5,20,31461,6707,20.09
9847,01,5,5,21,36379,7148,21.82
9847,01,5,5,22,33823,7480,22.82
9847,01,5,5,23,25274,8338,24.04
9847,01,5,5,24,21609,9723,26.66
9847,01,5,5,25,25636,10550,28.62
9847,01,5,5,26,20004,11233,30.55
9847,01,5,5,27,23017,11842,32.31
9847,01,5,5,28,20727,12207,33.58
9847,01,5,5,29,21669,12984,35.51
9847,01,5,5,30,24068,13911,39.22
9847,01,5,5,31,21564,14235,40.18
9847,01,5,5,32,21615,14864,41.94
9847,01,5,5,33,21415,15219,42.83
9847,01,5,5,34,37348,16160,44.66
9847,01,5,5,35,25956,16548,45.58
9847,01,5,5,36,25957,16863,46.27
9847,01,5,5,37,25960,17215,46.61
9847,01,5,5,38,26619,17816,48.71
9847,01,5,5,39,26621,18480,49.83
9847,01,5,5,40,21617,18808,50.77
9847,01,5,5,41,21479,19567,52.6
9847,01,5,5,42,20611,20259,53.47
9847,01,5,5,43,26656,20548,54.24
9847,01,5,5,44,22951,21174,55.08
9847,01,6,5,1,37413,0,1.62
9847,01,6,5,2,31685,492,1.97
9847,01,6,5,3,39938,706,2.42
9847,01,6,5,4,34905,1038,2.94
9847,01,6,5,5,31446,1339,3.67
9847,01,6,5,6,36312,1795,5.37
9847,01,6,5,7,36319,2332,6.58
9847,01,6,5,8,34594,2637,7.37
9847,01,6,5,9,34595,2919,8.02
9847,01,6,5,10,35778,3180,8.41
9847,01,6,5,11,35855,3627,9.58
9847,01,6,5,12,35795,4123,11.25
9847,01,6,5,13,35846,4485,11.97
9847,01,6,5,14,34937,4698,12.43
9847,01,6,5,15,36329,5035,13.29
9847,01,6,5,16,36326,5336,14.28
9847,01,6,5,17,33895,5802,15.52
9847,01,6,5,18,36366,5991,16.02
9847,01,6,5,19,36368,6426,17.38
9847,01,6,5,20,31461,6707,18.4
9847,01,6,5,21,36379,7148,20.16
9847,01,6,5,22,33823,7480,21.14
9847,01,6,5,23,25274,8338,22.53
9847,01,6,5,24,21609,9723,25.64
9847,01,6,5,25,25636,10550,27.7
9847,01,6,5,26,20004,11233,29.98
9847,01,6,5,27,23017,11646,32.22
9847,01,6,5,28,20727,12011,33.31
9847,01,6,5,29,21669,12788,35.69
9847,01,6,5,30,24068,13715,38.8
9847,01,6,5,31,21564,14039,39.61
9847,01,6,5,32,21615,14668,40.9
9847,01,6,5,33,21415,15023,41.59
9847,01,6,5,34,37348,15964,43.59
9847,01,6,5,35,25956,16352,44.51
9847,01,6,5,36,25957,16667,45.1
9847,01,6,5,37,25960,17019,45.48
9847,01,6,5,38,26619,17620,47.42
9847,01,6,5,39,26621,18284,48.59
9847,01,6,5,40,21617,18612,49.43
9847,01,6,5,41,21479,19371,51.15
9847,01,6,5,42,20611,20063,52.14
9847,01,6,5,43,26656,20352,52.95
9847,01,6,5,44,22951,20978,53.83
9847,01,1,6,1,37413,0,0.98
9847,01,1,6,2,31685,492,1.45
9847,01,1,6,3,39938,687,1.99
9847,01,1,6,4,34905,970,2.48
9847,01,1,6,5,31446,1237,3.26
9847,01,1,6,6,36312,1693,4.97
9847,01,1,6,7,36319,2197,6.45
9847,01,1,6,8,34594,2502,7.39
9847,01,1,6,9,34595,2784,8.21
9847,01,1,6,10,35778,3045,8.86
9847,01,1,6,11,35855,3492,10.19
9847,01,1,6,12,35795,3988,12.17
9847,01,1,6,13,35846,4350,13.05
9847,01,1,6,14,34937,4563,13.69
9847,01,1,6,15,36329,4900,14.79
9847,01,1,6,16,36326,5201,16.19
9847,01,1,6,17,33895,5667,17.74
9847,01,1,6,18,36366,5856,18.58
9847,01,1,6,19,36368,6291,20.93
9847,01,1,6,20,31461,6572,22.85
9847,01,1,6,21,36379,7013,24.69
9847,01,1,6,22,33823,7345,26.86
9847,01,1,6,23,25274,8203,28.14
9847,01,1,6,24,21609,9588,31.7
9847,01,1,6,25,25636,10415,34.27
9847,01,1,6,26,20004,11098,37.74
9847,01,1,6,27,23017,11707,39.99
9847,01,1,6,28,20727,12072,41.48
9847,01,1,6,29,21669,12849,44.3
9847,01,1,6,30,24068,13776,48.36
9847,01,1,6,31,21564,14100,49.89
9847,01,1,6,32,21615,14762,51.59
9847,01,1,6,33,21415,15063,52.55
9847,01,1,6,34,37348,16004,55.85
9847,01,1,6,35,25956,16392,57.21
9847,01,1,6,36,25957,16707,58.14
9847,01,1,6,37,25960,17059,58.63
9847,01,1,6,38,26619,17714,60.79
9847,01,1,6,39,26621,18304,62.08
9847,01,1,6,40,21617,18632,63.4
9847,01,1,6,41,21479,19391,65.28
9847,01,1,6,42,20611,20083,66.97
9847,01,1,6,43,26656,20446,67.96
9847,01,1,6,44,22951,20989,68.83
9847,01,2,6,1,37413,0,1.02
9847,01,2,6,2,31685,492,1.44
9847,01,2,6,3,39938,685,1.94
9847,01,2,6,4,34905,1017,2.65
9847,01,2,6,5,31446,1318,3.59
9847,01,2,6,6,36312,1774,5.17
9847,01,2,6,7,36319,2311,6.6
9847,01,2,6,8,34594,2616,7.58
9847,01,2,6,9,34595,2898,8.38
9847,01,2,6,10,35778,3159,9.05
9847,01,2,6,11,35855,3606,10.45
9847,01,2,6,12,35795,4102,12.32
9847,01,2,6,13,35846,4464,13.26
9847,01,2,6,14,34937,4677,13.92
9847,01,2,6,15,36329,5014,15.04
9847,01,2,6,16,36326,5315,16.4
9847,01,2,6,17,33895,5781,17.87
9847,01,2,6,18,36366,5970,18.8
9847,01,2,6,19,36368,6405,21.16
9847,01,2,6,20,31461,6686,23.06
9847,01,2,6,21,36379,7127,24.97
9847,01,2,6,22,33823,7459,26.57
9847,01,2,6,23,25274,8317,28.01
9847,01,2,6,24,21609,9702,31.32
9847,01,2,6,25,25636,10529,34.01
9847,01,2,6,26,20004,11212,37.6
9847,01,2,6,27,23017,11821,39.86
9847,01,2,6,28,20727,12186,41.62
9847,01,2,6,29,21669,12963,44.25
9847,01,2,6,30,24068,13890,48.56
9847,01,2,6,31,21564,14214,49.92
9847,01,2,6,32,21615,14843,51.82
9847,01,2,6,33,21415,15198,52.9
9847,01,2,6,34,37348,16139,56.07
9847,01,2,6,35,25956,16527,57.57
9847,01,2,6,36,25957,16842,58.41
9847,01,2,6,37,25960,17194,58.96
9847,01,2,6,38,26619,17795,61.19
9847,01,2,6,39,26621,18459,62.63
9847,01,2,6,40,21617,18787,64
9847,01,2,6,41,21479,19546,65.87
9847,01,2,6,42,20611,20238,67.26
9847,01,2,6,43,26656,20527,68.23
9847,01,2,6,44,22951,21153,69.2
9847,01,3,6,1,37413,0,1.02
9847,01,3,6,2,31685,492,1.4
9847,01,3,6,3,39938,687,1.84
9847,01,3,6,4,34905,1012,2.47
9847,01,3,6,5,31446,1313,3.24
9847,01,3,6,6,36312,1757,4.86
9847,01,3,6,7,36319,2294,6.32
9847,01,3,6,8,34594,2549,7.22
9847,01,3,6,9,34595,2831,7.98
9847,01,3,6,10,35778,3092,8.62
9847,01,3,6,11,35855,3539,9.93
9847,01,3,6,12,35795,4035,12.39
9847,01,3,6,13,35846,4394,13.27
9847,01,3,6,14,34937,4597,13.86
9847,01,3,6,15,36329,4934,14.92
9847,01,3,6,16,36326,5235,16.37
9847,01,3,6,17,33895,5701,17.71
9847,01,3,6,18,36366,5890,18.64
9847,01,3,6,19,36368,6325,20.8
9847,01,3,6,20,31461,6606,22.61
9847,01,3,6,21,36379,7047,24.23
9847,01,3,6,22,33823,7379,25.74
9847,01,3,6,23,25274,8237,27.09
9847,01,3,6,24,21609,9622,30.57
9847,01,3,6,25,25636,10449,33.16
9847,01,3,6,26,20004,11132,36.41
9847,01,3,6,27,23017,11741,38.41
9847,01,3,6,28,20727,12106,40.07
9847,01,3,6,29,21669,12883,42.54
9847,01,3,6,30,24068,13810,46.77
9847,01,3,6,31,21564,14144,47.94
9847,01,3,6,32,21615,14773,49.83
9847,01,3,6,33,21415,15085,50.86
9847,01,3,6,34,37348,16026,53.8
9847,01,3,6,35,25956,16414,55.28
9847,01,3,6,36,25957,16729,56.13
9847,01,3,6,37,25960,17081,56.56
9847,01,3,6,38,26619,17682,58.7
9847,01,3,6,39,26621,18346,60
9847,01,3,6,40,21617,18674,61.25
9847,01,3,6,41,21479,19433,63.12
9847,01,3,6,42,20611,20125,64.64
9847,01,3,6,43,26656,20414,65.57
9847,01,3,6,44,22951,21040,66.46
9847,01,4,6,1,37413,0,0.74
9847,01,4,6,2,31685,492,1.1
9847,01,4,6,3,39938,706,1.64
9847,01,4,6,4,34905,1038,2.26
9847,01,4,6,5,31446,1339,3.35
9847,01,4,6,6,36312,1795,4.85
9847,01,4,6,7,36319,2332,5.85
9847,01,4,6,8,34594,2637,6.95
9847,01,4,6,9,34595,2919,7.74
9847,01,4,6,10,35778,3180,8.39
9847,01,4,6,11,35855,3627,9.73
9847,01,4,6,12,35795,4123,11.25
9847,01,4,6,13,35846,4485,12.13
9847,01,4,6,14,34937,4698,12.74
9847,01,4,6,15,36329,5035,15.61
9847,01,4,6,16,36326,5336,16.68
9847,01,4,6,17,33895,5802,18.37
9847,01,4,6,18,36366,5991,19.22
9847,01,4,6,19,36368,6426,21.63
9847,01,4,6,20,31461,6707,23.39
9847,01,4,6,21,36379,7148,25.07
9847,01,4,6,22,33823,7480,26.64
9847,01,4,6,23,25274,8338,27.9
9847,01,4,6,24,21609,9723,31.24
9847,01,4,6,25,25636,10550,33.69
9847,01,4,6,26,20004,11233,36.5
9847,01,4,6,27,23017,11842,39.06
9847,01,4,6,28,20727,12207,41.03
9847,01,4,6,29,21669,12984,43.53
9847,01,4,6,30,24068,13911,47.76
9847,01,4,6,31,21564,14235,49.12
9847,01,4,6,32,21615,14864,50.88
9847,01,4,6,33,21415,15219,51.88
9847,01,4,6,34,37348,16160,54.89
9847,01,4,6,35,25956,16548,56.34
9847,01,4,6,36,25957,16863,57.3
9847,01,4,6,37,25960,17215,57.86
9847,01,4,6,38,26619,17816,59.98
9847,01,4,6,39,26621,18480,61.29
9847,01,4,6,40,21617,18808,62.63
9847,01,4,6,41,21479,19567,64.21
9847,01,4,6,42,20611,20259,65.65
9847,01,4,6,43,26656,20548,66.56
9847,01,4,6,44,22951,21174,67.42
9847,01,5,6,1,37413,0,1.7
9847,01,5,6,2,31685,492,2.07
9847,01,5,6,3,39938,706,2.58
9847,01,5,6,4,34905,1038,3.17
9847,01,5,6,5,31446,1339,4.06
9847,01,5,6,6,36312,1795,5.6
9847,01,5,6,7,36319,2332,6.98
9847,01,5,6,8,34594,2637,7.94
9847,01,5,6,9,34595,2919,8.69
9847,01,5,6,10,35778,3180,9.31
9847,01,5,6,11,35855,3627,10.57
9847,01,5,6,12,35795,4123,12.19
9847,01,5,6,13,35846,4485,13.12
9847,01,5,6,14,34937,4698,13.74
9847,01,5,6,15,36329,5035,14.8
9847,01,5,6,16,36326,5336,16.18
9847,01,5,6,17,33895,5802,17.55
9847,01,5,6,18,36366,5991,18.31
9847,01,5,6,19,36368,6426,20.4
9847,01,5,6,20,31461,6707,22.11
9847,01,5,6,21,36379,7148,23.55
9847,01,5,6,22,33823,7480,25.04
9847,01,5,6,23,25274,8338,26.37
9847,01,5,6,24,21609,9723,29.87
9847,01,5,6,25,25636,10550,32.37
9847,01,5,6,26,20004,11233,35.09
9847,01,5,6,27,23017,11842,37.31
9847,01,5,6,28,20727,12207,38.98
9847,01,5,6,29,21669,12984,42.25
9847,01,5,6,30,24068,13911,46.17
9847,01,5,6,31,21564,14235,47.46
9847,01,5,6,32,21615,14864,49.2
9847,01,5,6,33,21415,15219,50.29
9847,01,5,6,34,37348,16160,53.36
9847,01,5,6,35,25956,16548,54.5
9847,01,5,6,36,25957,16863,55.33
9847,01,5,6,37,25960,17215,55.86
9847,01,5,6,38,26619,17816,57.97
9847,01,5,6,39,26621,18480,59.26
9847,01,5,6,40,21617,18808,60.66
9847,01,5,6,41,21479,19567,62.21
9847,01,5,6,42,20611,20259,63.51
9847,01,5,6,43,26656,20548,64.37
9847,01,5,6,44,22951,21174,65.29
9847,01,6,6,1,37413,0,0.9
9847,01,6,6,2,31685,492,1.31
9847,01,6,6,3,39938,706,1.9
9847,01,6,6,4,34905,993,2.35
9847,01,6,6,5,31446,1294,3.13
9847,01,6,6,6,36312,1750,4.72
9847,01,6,6,7,36319,2287,6.22
9847,01,6,6,8,34594,2592,7.18
9847,01,6,6,9,34595,2874,7.84
9847,01,6,6,10,35778,3132,8.41
9847,01,6,6,11,35855,3566,9.58
9847,01,6,6,12,35795,4075,11.3
9847,01,6,6,13,35846,4437,12.11
9847,01,6,6,14,34937,4583,12.44
9847,01,6,6,15,36329,4920,13.36
9847,01,6,6,16,36326,5221,14.62
9847,01,6,6,17,33895,5687,15.88
9847,01,6,6,18,36366,5876,16.49
9847,01,6,6,19,36368,6311,18.56
9847,01,6,6,20,31461,6592,19.84
9847,01,6,6,21,36379,7033,21.5
9847,01,6,6,22,33823,7365,22.55
9847,01,6,6,23,25274,8223,23.97
9847,01,6,6,24,21609,9608,27.07
9847,01,6,6,25,25636,10435,29.39
9847,01,6,6,26,20004,11174,31.74
9847,01,6,6,27,23017,11557,35.54
9847,01,6,6,28,20727,11922,36.9
9847,01,6,6,29,21669,12680,40.14
9847,01,6,6,30,24068,13577,43.78
9847,01,6,6,31,21564,13901,44.81
9847,01,6,6,32,21615,14530,46.53
9847,01,6,6,33,21415,14885,47.32
9847,01,6,6,34,37348,15826,49.72
9847,01,6,6,35,25956,16214,50.72
9847,01,6,6,36,25957,16529,51.5
9847,01,6,6,37,25960,16881,51.97
9847,01,6,6,38,26619,17482,54.21
9847,01,6,6,39,26621,18146,55.36
9847,01,6,6,40,21617,18474,56.43
9847,01,6,6,41,21479,19233,58.64
9847,01,6,6,42,20611,19925,59.73
9847,01,6,6,43,26656,20214,60.5
9847,01,6,6,44,22951,20840,61.22
9847,01,1,7,1,37413,0,1.2
9847,01,1,7,2,31685,492,1.73
9847,01,1,7,3,39938,706,2.37
9847,01,1,7,4,34905,1038,3.03
9847,01,1,7,5,31446,1308,3.81
9847,01,1,7,6,36312,1764,5.51
9847,01,1,7,7,36319,2301,7.28
9847,01,1,7,8,34594,2606,8.92
9847,01,1,7,9,34595,2888,9.81
9847,01,1,7,10,35778,3148,10.53
9847,01,1,7,11,35855,3595,12.03
9847,01,1,7,12,35795,4071,14.77
9847,01,1,7,13,35846,4433,15.81
9847,01,1,7,14,34937,4646,16.57
9847,01,1,7,15,36329,4983,18.52
9847,01,1,7,16,36326,5284,21.56
9847,01,1,7,17,33895,5750,24.77
9847,01,1,7,18,36366,5939,25.66
9847,01,1,7,19,36368,6374,29.61
9847,01,1,7,20,31461,6655,33.2
9847,01,1,7,21,36379,7096,37.25
9847,01,1,7,22,33823,7428,40.24
9847,01,1,7,23,25274,8286,41.65
9847,01,1,7,24,21609,9671,45.49
9847,01,1,7,25,25636,10498,49.6
9847,01,1,7,26,20004,11181,56.22
9847,01,1,7,27,23017,11790,59.02
9847,01,1,7,28,20727,12155,60.74
9847,01,1,7,29,21669,12932,63.74
9847,01,1,7,30,24068,13859,68.09
9847,01,1,7,31,21564,14183,69.56
9847,01,1,7,32,21615,14812,71.51
9847,01,1,7,33,21415,15167,72.8
9847,01,1,7,34,37348,16108,76.47
9847,01,1,7,35,25956,16496,78
9847,01,1,7,36,25957,16811,78.8
9847,01,1,7,37,25960,17163,79.26
9847,01,1,7,38,26619,17764,81.02
9847,01,1,7,39,26621,18428,82.71
9847,01,1,7,40,21617,18756,83.76
9847,01,1,7,41,21479,19515,85.51
9847,01,1,7,42,20611,20207,86.65
9847,01,1,7,43,26656,20496,87.51
9847,01,1,7,44,22951,21122,88.48
9847,01,2,7,1,37413,0,1.5
9847,01,2,7,2,31685,492,1.93
9847,01,2,7,3,39938,670,2.53
9847,01,2,7,4,34905,996,3.22
9847,01,2,7,5,31446,1297,4.11
9847,01,2,7,6,36312,1753,6.2
9847,01,2,7,7,36319,2290,7.98
9847,01,2,7,8,34594,2447,9.42
9847,01,2,7,9,34595,2801,10.58
9847,01,2,7,10,35778,2981,11.05
9847,01,2,7,11,35855,3428,12.54
9847,01,2,7,12,35795,3924,15.2
9847,01,2,7,13,35846,4280,16.32
9847,01,2,7,14,34937,4488,17.27
9847,01,2,7,15,36329,4825,19.16
9847,01,2,7,16,36326,5126,23.32
9847,01,2,7,17,33895,5592,26.5
9847,01,2,7,18,36366,5781,28.07
9847,01,2,7,19,36368,6216,33.29
9847,01,2,7,20,31461,6497,37.32
9847,01,2,7,21,36379,6938,41.68
9847,01,2,7,22,33823,7270,44.59
9847,01,2,7,23,25274,8128,46.19
9847,01,2,7,24,21609,9513,49.77
9847,01,2,7,25,25636,10340,53.69
9847,01,2,7,26,20004,11023,60.25
9847,01,2,7,27,23017,11632,63.03
9847,01,2,7,28,20727,11982,63.93
9847,01,2,7,29,21669,12750,67.91
9847,01,2,7,30,24068,13677,72.21
9847,01,2,7,31,21564,14001,73.39
9847,01,2,7,32,21615,14630,75.23
9847,01,2,7,33,21415,14985,76.58
9847,01,2,7,34,37348,15926,80.5
9847,01,2,7,35,25956,16314,81.83
9847,01,2,7,36,25957,16629,82.69
9847,01,2,7,37,25960,16981,83.24
9847,01,2,7,38,26619,17582,85.09
9847,01,2,7,39,26621,18246,86.68
9847,01,2,7,40,21617,18574,87.76
9847,01,2,7,41,21479,19333,89.69
9847,01,2,7,42,20611,20025,90.88
9847,01,2,7,43,26656,20314,91.74
9847,01,2,7,44,22951,20940,92.7
9847,01,3,7,1,37413,0,1.02
9847,01,3,7,2,31685,492,1.42
9847,01,3,7,3,39938,706,2.17
9847,01,3,7,4,34905,1031,2.92
9847,01,3,7,5,31446,1332,3.92
9847,01,3,7,6,36312,1788,5.85
9847,01,3,7,7,36319,2325,7.54
9847,01,3,7,8,34594,2630,8.96
9847,01,3,7,9,34595,2912,9.94
9847,01,3,7,10,35778,3173,10.73
9847,01,3,7,11,35855,3620,12.46
9847,01,3,7,12,35795,4116,16.56
9847,01,3,7,13,35846,4478,17.56
9847,01,3,7,14,34937,4691,18.38
9847,01,3,7,15,36329,5028,20.2
9847,01,3,7,16,36326,5329,24.47
9847,01,3,7,17,33895,5795,28.07
9847,01,3,7,18,36366,5984,29.53
9847,01,3,7,19,36368,6419,32.8
9847,01,3,7,20,31461,6700,36.22
9847,01,3,7,21,36379,7141,41.26
9847,01,3,7,22,33823,7473,44.81
9847,01,3,7,23,25274,8331,46.51
9847,01,3,7,24,21609,9716,50.19
9847,01,3,7,25,25636,10543,53.23
9847,01,3,7,26,20004,11226,58.28
9847,01,3,7,27,23017,11835,60.84
9847,01,3,7,28,20727,12200,62.52
9847,01,3,7,29,21669,12977,65.69
9847,01,3,7,30,24068,13904,69.88
9847,01,3,7,31,21564,14228,71.14
9847,01,3,7,32,21615,14857,73.04
9847,01,3,7,33,21415,15212,74.28
9847,01,3,7,34,37348,16153,78.79
9847,01,3,7,35,25956,16541,80.15
9847,01,3,7,36,25957,16856,80.87
9847,01,3,7,37,25960,17208,81.41
9847,01,3,7,38,26619,17809,83.22
9847,01,3,7,39,26621,18473,84.84
9847,01,3,7,40,21617,18801,85.85
9847,01,3,7,41,21479,19560,87.93
9847,01,3,7,42,20611,20252,89.46
9847,01,3,7,43,26656,20541,90.36
9847,01,3,7,44,22951,21167,91.27
9847,01,4,7,1,37413,0,0.57
9847,01,4,7,2,31685,492,0.97
9847,01,4,7,3,39938,706,1.56
9847,01,4,7,4,34905,1038,2.27
9847,01,4,7,5,31446,1339,3.21
